brewery_id,brewery_name,beer_id,beer_name,beer_style,beer_abv,beer_ibu,beer_description,rating_score,rating_count
205645,3 Nations Brewing,3188105,Perspective,Pale Ale - New England,5.2,0,"Is your pint glass half-full or half-empty? The difference is a matter of perspective. As half-full kind of people ourselves, we decided to partner up with our friends over at Paws in the City to make this opportunity count. This delicious Pale Ale, double dry-hopped with rich, tropical Amarillo and Huell Melon hops, will not only delight your palate with bright notes of pineapple, apricot and sweet cantaloupe, but will also help us support brave efforts to rescue hungry, vulnerable dogs in need of a forever home. Pair this lavish, refreshing brew’s juicy mouthfeel with your favorite spicy Banh Mi sandwich; a choice plate of Mexican Al Pastor Tacos; or, a hearty bowl of gumbo or Texas chili.",3.711,1230
205645,3 Nations Brewing,3130359,Shed N' Silo,Hefeweizen,5.2,13,"Capturing the essence of an iconic and historical beer style is far from easy. This beer is a celebration of many things: the rich history of German wheat ales, our commitment to excellent beer and respect for tradition, and, most excitingly, a celebration of things to come as we move our operation to a new and exciting location! Our deliciously traditional Hefeweizen carries a robust aroma of bananas with the subtlest touch of clove. The body is light and refreshing, with balanced notes of wheat and a touch of sweetness that leads to a dry, comfortable finish that lingers just right. Try this delicious brew with German Weisswurst and a soft, warm pretzel; hearty fried chicken or veal (like Wiener Schnitzel); rich seafood like scallops or a lobster roll; or with your favorite
banana pudding as dessert. Prost!!",3.702,1133
205645,3 Nations Brewing,2095931,All the Pulp New England Style IPA,IPA - New England,6.8,0,,3.915,1000
205645,3 Nations Brewing,2367626,Stone Wizard,IPA - Imperial / Double,10.0,103,,3.823,1001
205645,3 Nations Brewing,2054989,Over the Top Imperial Saison,Farmhouse Ale - Saison,8.5,40,"Pineapple, citrus, white pepper, earthy, sauvignon blanc",3.709,881
205645,3 Nations Brewing,2389566,My Girlfriend’s Out of Town,IPA - American,0.0,0,A mild hoppy citrusy brewed to Chef Jason's tastebuds. Local exclusive partnership with 3 Nations Brewing.,3.766,790
205645,3 Nations Brewing,3125697,Haze Wizard Volume 7,IPA - New England,7.5,0,"This endlessly rotating magical concoction has all of the hopheads spellbound by its arcane and mystical qualities, as supernatural quantities of hops have been used to dry-hop it. Its full body adds layer upon layer of rich, juicy fruit flavors on your palate, balanced by a dry, yet carefully soft and subtle bitterness in the finish. Volume 7 highlights the famed Azacca hop, which carries with it gripping aromas of pineapple, mango and passionfruit for a deliciously decadent brew. This beer will pair excellently with fresh, citrusy salads or sushi; spicy curry or Mexican dishes; and grilled white meats. Make sure you enjoy it fresh!",3.861,686
205645,3 Nations Brewing,3060714,Haze Wizard Volume 6,IPA - New England,7.5,0,,3.884,539
205645,3 Nations Brewing,3238060,Haze Wizard Volume 9,IPA - New England,7.5,55,"This endlessly rotating magical concoction has all of the hopheads spellbound by its arcane and mystical qualities, as supernatural quantities of hops have been used to dry-hop it. Its full body adds layer upon layer of rich, juicy fruit flavors on your palate, balanced by a dry, yet carefully soft and subtle bitterness in the finish. Volume 9 highlights three west coast hops: Simcoe, Amarillo, and Citra. These hops carry with it gripping aromas of grapefruit, resin, apricot and subtle peach for a deliciously decadent brew. This beer will pair excellently with fresh, citrusy salads or sushi; spicy curry or Mexican dishes; and grilled white meats. Make sure you enjoy it fresh!",3.995,500
205645,3 Nations Brewing,2698828,There She Gose Again,Sour - Gose,4.8,12,Should you be stretching for basketball practice? Should you be sitting by the pool? This beer is amazingly reminiscent of the Lemon-Lime flavor of that famous sports drink we all know and love. Enjoy! ,3.536,439
205645,3 Nations Brewing,2943011,Haze Wizard Volume 4,IPA - New England,7.5,0,Haze Wizard Volume 4.      ,3.905,426
205645,3 Nations Brewing,3378147,Haze Wizard Volume 11,IPA - New England,7.5,55,"This endlessly rotating magical concoction has all the beer drinkers in the land spellbound by its arcane and mystical qualities. Its full body adds layer upon layer of rich, juicy fruit flavors on your palate, balanced by a dry, yet carefully soft and subtle bitterness in the finish. Volume 11 highlights supernatural quantities of famously rare Southern Promise and Sultana hops, which carry with it fresh, earthy notes of tropical pineapple, bright citrus, resin and red berries. This beer will pair excellently with fresh, citrusy salads or sushi; spicy curry or Mexican dishes; and grilled white meats. Make sure you enjoy it fresh!",3.97,418
229660,4th Tap Brewing Co-Op,1266289,Long Walk,IPA - American,7.0,57,Grapefruit infused IPA. Packing one hell of a citrus punch. ,3.607,5701
229660,4th Tap Brewing Co-Op,2536796,Kung Fu Robot,IPA - American,7.0,43,"Finished entirely with Mandarina Bavaria and El Dorado hops this IPA is juicy with notes of citrus and tropical fruits. A liberal addition of flaked oats gives the beer a creamy body. Juicy, creamy, and above all easy drinking.",3.666,3839
229660,4th Tap Brewing Co-Op,1270874,Sun Eater,Gruit / Ancient Herbed Ale,4.8,0,"A true son of Texas, this gruit is made with all native Texas ingredients. Sitting on a base of sorghum cane juice and dark brown sugar, Sun Eater is bittered with rosemary and infused with dried lemon peel. It is highly-attenuated for a dry and refreshing finish similar to that of a cider or champagne. This gruit was designed to beat back that Tyrant Sun of hot Texas weather, which is practically year-round, so grab a 6-pack and head out into the world!",3.483,2409
229660,4th Tap Brewing Co-Op,1478310,+2 Vitality Blonde,Blonde Ale,5.0,0,"It's dangerous to go alone! Take this. Brewed with the finest Pilsen malt and caramelized oats, it is best enjoyed with friends so you must gather your party before venturing forth.",3.465,2359
229660,4th Tap Brewing Co-Op,1270869,Renewal,Wheat Beer - American Pale Wheat,5.8,15,,3.573,2301
229660,4th Tap Brewing Co-Op,1425294,Highland Scoundrel,Scotch Ale / Wee Heavy,10.6,20,,3.848,2222
229660,4th Tap Brewing Co-Op,1589430,Zephyr,Pale Ale - American,7.0,34,"Brewed with hand-ground coriander sweet orange peel, and carefully augmented by bold Cascade hops, Zephyr Pale Ale still manages to present a complex malty body that compliments all of its accents.",3.559,2211
229660,4th Tap Brewing Co-Op,1467889,Mega Citrus One,IPA - Imperial / Double,9.0,100,"A conturbation of hops, this brew was sent to us from the disorderly future of 2031. Warrior, Chinook, Centennial, Columbus, and Simcoe all thrash about in an over-crowded pint glass to bring you an incredibly citrusy and dank double IPA. Only one willing to take the helm of judge, jury, and executioner could find order in this chaotic yet balanced brew - and we're certain you are up to the task.",3.81,1791
229660,4th Tap Brewing Co-Op,2590041,Can You Dig It?,Red Ale - American Amber / Red,6.0,0,,3.521,1641
229660,4th Tap Brewing Co-Op,2285349,Bat Country,Stout - Foreign / Export,5.5,45,"Tasty toasty raspberry overtone on the nose. In a word, DELICIOUS!",3.702,1200
229660,4th Tap Brewing Co-Op,2690496,Brut of All Evil,IPA - Brut,6.5,40,"So fresh and so dry! Crisp and clean, easy drinker, with a wonderful aroma of orange and tangerine. The perfect beer for your Sunday Mimosa needs.",3.676,1014
229660,4th Tap Brewing Co-Op,1388292,Brick Top,Porter - American,6.7,33,,3.883,885
229660,4th Tap Brewing Co-Op,2219642,Paradise Lost,IPA - American,6.25,0,"Crisp with an upfront flavor of guava that blends perfectly with the tropical fruit and lemon notes of El Dorado and Lemondrop hops.

“Abashed the devil stood and felt how awful goodness is and saw Virtue in her shape how lovely: and pined his loss” — John Milton, ""Paradise Lost""",3.657,705
229660,4th Tap Brewing Co-Op,3054787,Supernaut,Stout - Imperial / Double,13.0,35,"Big deep chocolate notes tempered with delicate malt sweetness and lactose. Finishes with a nice warming afterglow.

Brewed with liberal additions of dark matter, this beer's gravity literally tears a hole through space and time to send the imbiber across the golden rainbow.",3.977,693
229660,4th Tap Brewing Co-Op,3041447,Kung Fu Robot Double Dragon DDH Volume 1: Double Cryo Citra,IPA - New England,7.0,0,"""En garde, I'll let you try my Wu-Tang style.""",3.823,577
229660,4th Tap Brewing Co-Op,2802629,House of Torment,Pumpkin / Yam Beer,5.0,0,"""House of Torment - Pumpkin Ale"" is a delicious beer inspired by the season as well as terrified hallways jam-packed with monsters. It's a refreshing 5% ABV, with 240 pounds of fresh pumpkin - personally roasted by our own Pumpkin Master, Chris Hamje. We couldn't be more excited to collaborate with one of our favorite Austin institutions!",3.486,523
229660,4th Tap Brewing Co-Op,1906616,Crystal Lake,Spiced / Herbed Beer,6.66,11,Chamomile Ale,3.542,453
229660,4th Tap Brewing Co-Op,1391140,Yule Cat,Winter Ale,5.5,0,"While this winter spiced amber ale is not an Icelandic monster*, we imagine this ale would help fend off those arctic winters quite handedly. Here in Austin, winters are a bit more tolerable. With that said, this malty amber is reinforced with a subtle spice blend lending a pleasant profile on top of complex maltiness.

*WARNING: May actually be Icelandic monster. Approach with caution.",3.585,378
229660,4th Tap Brewing Co-Op,3257661,Kung Fu Robot Double Dragon DDH Volume 2: Idaho 7 & Amarillo,IPA - American,7.0,0,,3.762,347
229660,4th Tap Brewing Co-Op,2610003,Bière De Gardeless,Bière de Garde,7.0,27,Biere de Garde brewed with roasted pecans and bourbon vanilla bean,3.674,316
229660,4th Tap Brewing Co-Op,1379974,Calibration Blonde,Blonde Ale,5.2,18,,3.532,263
229660,4th Tap Brewing Co-Op,2261222,Fashionably Late,IPA - New England,6.5,0,"This recipe is our latest obsession. It’s fermented with Conan yeast and generously dry hopped with late additions of Bravo, Calypso, and Cascade.  Light citrus, pear, melon and floral aromas. A beautiful wheat backbone takes a back seat to a complex twang of pine and pear skin. 

*The recipe is definitely for a NEIPA, but the yeast seems to have fallen out somewhat after packaging which left us with a super delicious IPA!",3.486,285
229660,4th Tap Brewing Co-Op,1662592,Big Tam's Scoundrel,Scottish Ale,10.1,0,"Smooth and sexy, served on nitro. Just like Big Tam himself. Big Tam's Scoundrel is our scotch-style ale with a bit of a tweak, served on our delicious nitro tap.",3.798,266
229660,4th Tap Brewing Co-Op,1517967,Dat Saison Tho',Farmhouse Ale - Saison,9.5,0,Beautiful pink saison brewed with cranberries and Adelbert's yeast.,3.814,264
229660,4th Tap Brewing Co-Op,2128461,Lawgiver,Stout - Russian Imperial,9.0,0,Chocolate Russian imperial Stout,3.921,255
1,(512) Brewing Company,5738,(512) Pecan Porter,Porter - American,6.8,30,"Nearly black in color, (512) Pecan Porter is made with Organic US 2-row and Crystal malts along with Bairdâ€™s Chocolate and Black malts. Its full body and malty sweetness are balanced with subtle pecan aroma and flavor from locally grown pecans. Yet another true Austin original!",3.89,39171
1,(512) Brewing Company,5737,(512) IPA,IPA - American,7.0,65,"(512) India Pale Ale is a big, aggressively dry-hopped American IPA with smooth bitterness (~65 IBU) balanced by medium maltiness. Organic 2-row malted barley, loads of hops, and great Austin water create an ale with apricot and vanilla aromatics that lure you in for more.",3.732,32635
1,(512) Brewing Company,5741,(512) Whiskey Barrel Aged Double Pecan Porter,Porter - Imperial / Double,9.5,30,"(512) Double Pecan Porter is a robust porter accented by organic Texas-grown roasted pecans and subtly enhanced by aging in recently emptied oak whiskey barrels. Notes of chocolate, coffee and pecan marry with the subtle flavors of vanilla and whiskey to make this a wonderful warmer worth sharing and savoring. We sincerely hope you enjoy every sip.",4.203,7692
1,(512) Brewing Company,5735,(512) Wit,Witbier,5.5,10,"Made in the style of the Belgian wheat beers that are so refreshing, (512) Wit is a hazy ale spiced with coriander and domestic grapefruit peel. 50% US Organic 2-row malted barley and 50% US unmalted wheat and oats make this a light, crisp ale well suited for any occasion.",3.568,5574
1,(512) Brewing Company,25611,(512) Cascabel Cream Stout,Stout - Milk / Sweet,6.0,20,,3.799,5072
1,(512) Brewing Company,1161091,(512) SMaSH MOSAIC,IPA - American,5.3,30,"Mosaic hops with organic 2-row.
With notes of lemon, peach & passionfruit, Mosaic has a very pleasing bitterness and lasting aroma",3.704,4852
1,(512) Brewing Company,36933,(512) Black IPA,IPA - Black / Cascadian Dark Ale,7.0,70,"Brewed with organic 2-row, organic Crystal 60 and Blackprinz, a huskless black malt that gives this beer it’s black color with notes of coffee and chicory without any tannic bitterness. The hop additions are many and generous, featuring Apollo, Horizon, and Simcoe, clocking the beer in at 70 IBU. Over 10 pounds per batch of Chinook hops are added directly to the fermenter yielding a resiny herbal and spicy aroma. A hybrid style for dark beer fans who love hops.",3.754,3615
1,(512) Brewing Company,87575,(512) TWO,IPA - Imperial / Double,9.0,99,"A Double IPA heavily hopped with over 4 lbs/bbl of Simcoe, Magnum, Nugget and Ahtanum. This is a big, malty ale with delicate hop and rich malt aroma, complex hop flavor and sustained smooth hop bitterness. Hops are added from beginning to end during the brewing process and made using over 80% USDA certified organic ingredients.",3.926,3247
1,(512) Brewing Company,966153,Imperial Stout,Stout - Imperial / Double,10.1,45,"Dark and delicious, this imperial stout is the perfect smooth way to end your day. ",3.958,3274
1,(512) Brewing Company,5736,(512) Pale,Pale Ale - American,5.8,30,"With Organic 2-row malted barley, (512) Pale is a copper colored American Pale Ale that balances earthy hop bitterness and hop flavor with a rich malty body.",3.648,3353
1,(512) Brewing Company,85228,(512) THREE,Belgian Tripel,9.5,22,"Please welcome to the family… (512) THREE Belgian Style Tripel! Brewed in the spirit of the abbey ales of Belgium, (512) THREE pours a deep golden with a dense, creamy white head. The authentic Belgian yeast strain produces a complex, spicy palate that balances ripe fruity esters with bready malts and firm but subtle hops. Our house-made liquid invert sugar contributes an effervescent mouthfeel that finishes smooth and silky but enticingly dry, barely betraying its nearly 9.5% abv!",3.85,2974
1,(512) Brewing Company,699009,(512) White IPA,IPA - White,5.3,55,"Refreshingly light, this Belgian inspired India Pale Ale delivers hot weather satisfaction with pronounced hop character and flavor. Built like a Belgian wheat beer, but brewed, hopped and finished  like an IPA, two classic brewing cultures collide in this delightful creation that is both sessionable and amazingly flavorful",3.516,3316
1,(512) Brewing Company,5740,(512) Bruin,Brown Ale - American,7.6,30,"At once cuddly and ferocious, (512) BRUIN combines a smooth, rich maltiness and mahogany color with a solid hop backbone and stealthy 7.6% alcohol. Made with Organic 2 Row and Munich malts, plus Chocolate and Crystal malts, domestic hops, and a touch of molasses, this brew has notes of raisins, dark sugars, and cocoa, and pairs perfectly with food and the crisp fall air.",3.71,2662
1,(512) Brewing Company,50152,(512) Alt,Altbier,6.0,36,"(512) ALT is a German-style amber ale that is fermented cooler than typical ales and cold conditioned like a lager. ALT means “old” in German and refers to a beer style made using ale yeast after many German brewers had switched to newly discovered lager yeast. This ale has a very smooth, yet pronounced, hop bitterness with a malty backbone and a characteristic German yeast character. Made with 98% Organic 2-row and Munich malts and US noble hops.",3.558,2196
1,(512) Brewing Company,723334,(512) FOUR,Strong Ale - English,7.5,35,"(512) FOUR is a classic English-style Strong Ale. The biscuity Maris Otter and caramelly Crystal malts contribute notes of toast, toffee, and dried fruits, which are perfectly balanced with a blend of authentic UK Fuggle and East Kent Golding hops.",3.668,2062
1,(512) Brewing Company,2480494,Juicy IPA,IPA - American,6.0,50,"Owen pulled out all the stops and designed another amazing IPA, carefully combining Bravo, Galaxy, Citra, Mosaic plus a couple of organic New Zealand hops to form a citrus juice and fruit explosion like nothing we’ve ever done! Organic 2-row and a touch of crystal malt provide a light, but sturdy, backdrop for the flavors and aromas of orange, tangerine, vanilla, clean crushed citrus, stone fruit and passionfruit. It’s still clearly an IPA with a smooth and pleasant hop bitterness that cuts the malt and hop sweetness just enough to keep you wanting more. JUICY is hazy from hops with a round mouthfeel but crisp finish.",3.714,2055
1,(512) Brewing Company,1286090,(512) Nut Brown,Brown Ale - English,5.5,0,English Style Brown Ale brewed with English malts and London-like water,3.739,1878
1,(512) Brewing Company,853054,(512) SIX,Belgian Dubbel,7.5,25,"(512) SIX is a Belgian Style Dubbel with as many organic Belgian ingredients as possible. Castle Pale, Special B and Cara-Munich lend unique Belgian terrior based flavors of dark fruits like plum, raisin and chocolate. Candi sugar cranks the alcohol without increasing the body. This low hopped malty beast from the dungeons of (512) will make a cold day warmer and our 6th Anniversary event one for the books.",3.696,1820
1,(512) Brewing Company,856723,Funky Kingston,American Wild Ale,7.4,8,A funky ale aged over two years with Brett & Pedio in red wine barrels,3.996,1827
1,(512) Brewing Company,784645,Peach Sour,American Wild Ale,6.0,8,"We produced Peach Sour using a sour mash technique. We encourage their naturally occurring wild yeast and bacteria that come in with the organic barley and wheat to spontaneously ferment at warm temperatures over three day period. Fermentation was completed in stainless and racked to a thousand gallon fodder (large oak barrel) for aging. After being in the wood fit two months, we added 200 pounds of fresh peaches and allowed it to age another twelve months before packing.",4.018,1349
1,(512) Brewing Company,1657465,(512) Export Lager,Lager - Dortmunder / Export,5.3,30,Pale lager made with organic Pilsen malt and noble hops. Balanced with a well attenuated body and crisp carbonation. (512)'s first lager! 93%organic.,3.479,1364
1,(512) Brewing Company,1798362,Oatmeal Coffee Stout,Stout - Imperial / Double Oatmeal,8.5,0,"(512) Oatmeal Coffee Stout was our Eigth Anniversary release. This luscious stout is brewed with organic coffee from Uganda, specially roasted by our friends at Trianon Coffee, and added as grounds to the boil and again as cold brew to the finished beer. Organic rolled oats, traditional English roasted barley, crystal, chocolate and black malts, earthy hops and just a hint of coffee, merge to create an almost mocha-like character great for anytime of the day. Enjoy!",3.935,1240
1,(512) Brewing Company,2319958,Larry the IPA,IPA - American,5.6,45,"Larry the IPA was created in homage to a longtime friend and contributor to our success. Larry (the man) is more than just a contractor, he’s part of the team and part of the family. Yes, like any smart friend of the brewery, he shows up to drink beer with us often, but he also shows up to work events without being asked and will lend a hand no matter the task. He’s from that generation of people who help when they see the chance. Larry was one of our first “converts” from American light lager to IPA, so it only seems fitting to name our newest creation after one of our IPA’s biggest fans and one of our dearest friends. Take a moment to meet Larry.  With loads of character and a fruity, citrusy hop punch that stands solidly on a gentle malt foundation, Larry the IPA is both sturdy and light, refreshing and satisfyingly hoppy.  Hops: Loral, Simcoe, Cascade & Citra.",3.583,1151
1,(512) Brewing Company,2567311,Burst IPA,IPA - American,5.7,45,"(512) BURST IPA, our latest IPA creation, uses a new technique designed to maximize hop character. Unlike traditional hop additions, where bittering is achieved by boiling hops for an extended period, all the hop bitterness, aroma and flavor for this one is achieved by holding back the hop additions until late in the boil. The Result? A BURST of hops unlike anything we’ve done before. Hop varieties include some of our citrusy favorites like Simcoe, Amarillo and Citra and a new hop to us, Eukanot, which adds some tropical fruitiness too.",3.675,922
1,(512) Brewing Company,2880974,Calculon,IPA - American,6.5,50,"CALCULON IPA was fermented in one of our oldest, most reliable, 60 barrel tanks that carries the same name. Hardly robotic in character, this IPA is built on a grain bill that is 100% ORGANIC and is hopped to express some of our favorites in new ways. Mosiac, Citra, and Rakau, blended at each addition, work together to produce a magical combination of mango, Lemon and lime. Added only at the beginning of the process as the FIRST WORT comes over, late in the boil as a hop BURST, in the whirlpool, and then TRIPLE DRY HOPPED, this beer is hoppy in a unique and delicious way. Enjoy",3.698,855
